Category,SubCategory,Title,Tel,Addr,Site,ABN
Air Conditioning & Heating,Heating Installation & Repair,2 Masters,410397385,Wilson st   Cheltenham   3192,No web address given,23133997580
Air Conditioning & Heating,Heating Installation & Repair,4Walls Construction,03 9846 2253,59 Unwin Street   Templestowe   3106,www.fourwallsconstruction.com.au,67103705522
Air Conditioning & Heating,Heating Installation & Repair,A A Electrical + Aircons,402004002,5 Herries Street    Cairns   4870,http://stevemashford.blogspot.com/,56985256067
Air Conditioning & Heating,Heating Installation & Repair,A Faire Services,03 9574 0030,Springvale   3171,http://www.afaire.com.au,
Air Conditioning & Heating,Heating Installation & Repair,A M WEAVER Electrical Contracting,434627804,po box 708   Toowong   4066,No web address given,36712554233
Air Conditioning & Heating,Heating Installation & Repair,A to Z Carpentry,422149914,-   Forest Lake   4078,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,A-Line Electrical Solutions,02 6258 5345,Dunlop   2615,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,A.G.T Plumbing &amp; Airconditioning,04 0723 4617,PO Box 135   Brighton   4017,www.agtplumbing.com.au,91 192 008 827
Air Conditioning & Heating,Heating Installation & Repair,A.R.B Cabling Services,0419 952 767,5 Pipestone Place   Quinns Rocks   6030,No web address given,80547751906
Air Conditioning & Heating,Heating Installation & Repair,A1 Electrical Enterprises Pty Ltd,402295533,Bass Vista Bvd   Cape Schanck   3939,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,AAA Eastern Suburbs Everything Electrical,9326 4471,Kingsford   2032,www.everything-electrical.com.au,45010380981
Air Conditioning & Heating,Heating Installation & Repair,Aaerfusion Pty Ltd,731682164,Kingsholme St   New Farm   4005,http://www.aaerfusion.com.au,
Air Conditioning & Heating,Heating Installation & Repair,AB - Plumbing Services,1300 500 777,50 Lloyd ST   Flemington   3031,http://www.abprop.com.au,
Air Conditioning & Heating,Heating Installation & Repair,AB Property Services,1300500777,"Factory 14, 50 Lloyd Street   Kensington   3031",www.abprop.com.au,33 092 359 370
Air Conditioning & Heating,Heating Installation & Repair,ABramham Design,414611089,2/32 Lovegrove Dr   Quakers Hill   2763,www.australianluxuryhomes.com.au,12287654679
Air Conditioning & Heating,Heating Installation & Repair,ABSON Electrical,432402668,24 Yentoo Drive   Alfredtown   2650,absonelectrical@yahoo.com.au,91934991895
Air Conditioning & Heating,Heating Installation & Repair,AC Cooling Services,894396793,PO Box 656    Kwinana Town Centre   6167,email         accooling@iinet.net.au,98452956461
Air Conditioning & Heating,Heating Installation & Repair,Ac gas Plumbing-Gasfitting-Heating-Cooling,0404 031 479,6 Darlington Gr   Coburg   3058,www.acgas.yodel.com.au,77 830 016 199
Air Conditioning & Heating,Heating Installation & Repair,AC/DC electrical and airconditioning,0447 599 640,312 st kilda rd   Melbourne   3000,No web address given,78003191035
Air Conditioning & Heating,Heating Installation & Repair,Acb Services Maintenance,432103937,10 Friendship st   Dundas Valley   2117,www.acbmaintenance.com.au,48363042872
Air Conditioning & Heating,Heating Installation & Repair,Accurate heating and cooling,03 93908682,89 Delbridge Drive   Sydenham   3037,No web address given,56 421 521 015
Air Conditioning & Heating,Heating Installation & Repair,Ace Accounting,416138715,76 clipper drive    Ballajura   6066,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Ace Accounting,416138715,76 clipper drive    Ballajura   6066,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Ace Electrical &amp; Data,418658639,Dunlop A.C.T   Canberra   2600,No web address given,54316356281
Air Conditioning & Heating,Heating Installation & Repair,ACR Air Conditioning Pty Ltd,295267313,38/65-75 Captain Cook Dr   Caringbah   2229,http://www.acrair.com.au,88128657385
Air Conditioning & Heating,Heating Installation & Repair,ACT Electrics,02 6298 3808     ,Chisholm   2905,www.actelectrics.com.au,90 714 136 448    
Air Conditioning & Heating,Heating Installation & Repair,Active Gas Services,,1 Sharpie St   Manly West   4179,www.activegas.com.au,38 304 470 064
Air Conditioning & Heating,Heating Installation & Repair,Adam Marinelli,434317206,1a pasley street sunbury   Sunbury   3429,No web address given,65345511352
Air Conditioning & Heating,Heating Installation & Repair,ADF Carpentry,0409 308 837,53 Kennedy Drv   Port Macquarie   2444,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Adnan,412870563,Factory 4 15-17 Tower Court   Noble Park   3174,www.austeck.biz,82 138 932 144
Air Conditioning & Heating,Heating Installation & Repair,Advance Filtration Services,397206844,"3, 981 Mountain Hwy   Boronia   3155",http://www.airfilters.com.au,
Air Conditioning & Heating,Heating Installation & Repair,Advanced Electrical &amp; Data Solutions Pty Ltd,738890806,23 Meryll Ct   Kallangur   4503,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Advanced Group Australia Pty Ltd,02 9632 9441,47 Railway St    Old Guildford   2161,www.climatecontrolair.com,75 110 045 406
Air Conditioning & Heating,Heating Installation & Repair,Aero Air Conditioning &amp; Refrigeration,03 9700 6655,Glen Waverley   3150,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Affordable Electrical Service,749271349,41 Macalister Street   Park Avenue   4701,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Affordable Plumbing / Underfloor Heating Company,,2a Rudford Street   Brighton   5048,No web address given,41 763 784 914
Air Conditioning & Heating,Heating Installation & Repair,AGL Energy Shop Balgowlah,02 9948 9799,202 Condamine ST   Balgowlah Heights   2093,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,AGS Electrical and Air Conditioning,407467006,Po Box 3047   Chermside South   4032,www.electricalbrisbane.com.au/,58 811 230 486
Air Conditioning & Heating,Heating Installation & Repair,AIR AWARE (Indoor Unit Cleaning),362735181,7 Roseville Pl   Montrose   7010,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Air Conditioning - Online.com.au,02 8206 1770,PO BOX 480    Pyrmont   2009,http://www.airconditioning-online.com.au,26112904588
Air Conditioning & Heating,Heating Installation & Repair,Air Conditioning Doctor,1300 887 250,"air condition, 44 market St   Sydney   2000",http://www.aircondoctor.com.au,28 150 646 558
Air Conditioning & Heating,Heating Installation & Repair,Air Element Refrigeration &amp; Airconditioning,426287092,8 Athens Lane    Hocking   6065,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Air Solar Australia,1300864676,"2, 242 Brisbane St   West Ipswich   4305",http://airsolar.com.au,
Air Conditioning & Heating,Heating Installation & Repair,Air spec - Air Specialists,415727922,151 Wycombe St   Yagoona   2199,No web address given,18110467635
Air Conditioning & Heating,Heating Installation & Repair,Air Supply Air Conditioning,07 55787097,89/3 Robina Town Centre Drive   Robina   4226,www.airsupplyaircon.com.au,52 639 554 518
Air Conditioning & Heating,Heating Installation & Repair,Air Supply Air Conditioning,405461597,38 Camarillo Circuit   Reedy Creek   4227,No web address given,52639554518
Air Conditioning & Heating,Heating Installation & Repair,Air To Cool,,15 Philong Street   Doolandella   4077,No web address given,69015943014
Air Conditioning & Heating,Heating Installation & Repair,Air-Rite Mechanical Services Pty Ltd,(07) 3274 4276,Unit 8/ 22 Success St   Acacia Ridge   4110,www.air-ritemech.com.au,
Air Conditioning & Heating,Heating Installation & Repair,Airconditioning &amp; Electrical Services (Aust) Pty Ltd,03 9738 2498,18/11 Havelock Road   Bayswater   3153,No web address given,56 132 544 793
Air Conditioning & Heating,Heating Installation & Repair,Airconomy,418288635,8 Larool Cres    Castle Hill   2154,No web address given,73 032 854 131 
Air Conditioning & Heating,Heating Installation & Repair,Aircool Enterprises Pty Ltd,07 55804623,Wongawallan   4210,No web address given,286 193 53129
Air Conditioning & Heating,Heating Installation & Repair,AIRCOR Mechanical Services,08 9581 6381,Mandurah   6210,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Airflow Mechanical Services Pty Ltd,,Rouse Hill   2155,www.airflowmechanical.com.au,96 145 929 488
Air Conditioning & Heating,Heating Installation & Repair,Airlec Refrigeration Pty Ltd,03 9742 6387,Werribee   3030,http://members.optusnet.com.au/~darf,
Air Conditioning & Heating,Heating Installation & Repair,Airlock Services Pty Ltd,,10 Bedivere Dr   Ormeau   4208,http://www.airlockservices.com.au/,65 145 252 044
Air Conditioning & Heating,Heating Installation & Repair,Airomania,,Homebush Bay   2127,http://www.airomania.com.au/,
Air Conditioning & Heating,Heating Installation & Repair,Airomania Air Conditioning,,The Piazza   Homebush Bay   2127,www.airomania.com.au,91 978 394 315
Air Conditioning & Heating,Heating Installation & Repair,Airpower Services,413994349,PO BOX 77   Adamstown   2289,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Airspecialists,1300 870 097,644 David St   Albury   2640,www.airspecialists.com.au,
Air Conditioning & Heating,Heating Installation & Repair,Airtime Air Conditioning,07 3290 6620,1/5 Graham Street   Underwood   4119,www.airtimeair.com.au,62 483 051 158
Air Conditioning & Heating,Heating Installation & Repair,Airtrix,(03) 9758 5488,Ferntree Gully   3156,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Airwick air condition and refrigeration works,433297779,1 hemsby street doonside    Doonside   2767,www.airwickairconditioning.com.au,61634828900
Air Conditioning & Heating,Heating Installation & Repair,Airwick Airconditioning Pty Ltd,433297779,8 Cavallaro Ct   Mount Druitt   2770,www.airwickairconditioning.com.au,95147284544
Air Conditioning & Heating,Heating Installation & Repair,Ajit,423709242,382 dorset road   Croydon   3136,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,AJL Electrical,421581855,muscat circuit    Morayfield   4506,No web address given,65121075752
Air Conditioning & Heating,Heating Installation & Repair,Ajw Air Con,ajwaircon@gmail.com,Caroline Springs   3023,http://AJWAIRCON.COM.AU,91 252  433 693
Air Conditioning & Heating,Heating Installation & Repair,Alastair Nicholson,0431 389 011,PO BOX  2021    Camberwell West   3124,No web address given,80 278 047 621
Air Conditioning & Heating,Heating Installation & Repair,ALB Services,07 56070143,Varsity Lakes   4227,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Alite Electrical,468333489,513 castlereagh  Rd   Agnes Banks   2753,No web address given,89 592 986 412
Air Conditioning & Heating,Heating Installation & Repair,All Aussie Air,438888482,24A St. Patrick Ave   Kuraby   4112,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,All Climate Solutions,1800 648 627,23-24 Rosemary Crt   Mulgrave   2756,www.allclimatesolutions.com.au,46 151 838 970
Air Conditioning & Heating,Heating Installation & Repair,All Coast Airconditioning,07 54455695,24 Bateman Street   Sippy Downs   4556,No web address given,20949276974
Air Conditioning & Heating,Heating Installation & Repair,All Hours Gas,419225165,31 Edwards Road   Wahroonga   2076,www.allhoursgas.com.au,48092270645
Air Conditioning & Heating,Heating Installation & Repair,All Purpose Plumbing (vic) Pty Ltd,408844099,115 Olinda St   Bendigo   3550,No web address given,31115248756
Air Conditioning & Heating,Heating Installation & Repair,All Stars Air-Conditioning &amp; Electrical Services pty.ltd,02 9920 4377,"1, LAKER STREET   Blacktown   2148",www.allstarsairconditioning.com.au,74 680 136 119
Air Conditioning & Heating,Heating Installation & Repair,All Stars Airconditioning,401442009,Sydney   Cronulla   2230,www.allstarsair.com.au,73411917795
Air Conditioning & Heating,Heating Installation & Repair,All Your Electrical,754985311,19 Carmela Cres   Morayfield   4506,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Allcare Plumbing &amp; Roofing,,39 Kingsclere ave.   Keysborough   3173,No web address given,33 856 698 239
Air Conditioning & Heating,Heating Installation & Repair,Ample Air Pty Ltd,1300797163,371 Great Western Hwy   St Marys   2760,http://www.ampleair.com.au,55 002 524 307
Air Conditioning & Heating,Heating Installation & Repair,Ampt Electrical,,Po Box 70   Chester Hill   2162,Currently Under Construction,64122794162
Air Conditioning & Heating,Heating Installation & Repair,Amuheat Floor Heating,02 9114 6934,LG1 64 Talavera Road   Macquarie Park   2113,www.amuheat.com.au,86 133 998 900
Air Conditioning & Heating,Heating Installation & Repair,Anchorage Air Services Pty Ltd,(03) 9726 7861,"Unit 1, 33-37 Karingal Street   Croydon North   3136",www.anchorageair.com.au,58130437544
Air Conditioning & Heating,Heating Installation & Repair,Andrew Fox,438776475,50 Gray Crt    Acton Park   7170,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Andrew g jones plumbing,422953624,2 dandenong road    Terrey Hills   2084,No web address given,27201592843
Air Conditioning & Heating,Heating Installation & Repair,Antair,04 1731 1898,Highett   3190,www.antair.net.au,54 086 826 360
Air Conditioning & Heating,Heating Installation & Repair,Anthony Marks,402697554,Po Box 142    Lilydale   3140,No web address given,75919257110
Air Conditioning & Heating,Heating Installation & Repair,Anton Seng Plumbing Pty Ltd,07 4634 2427,Toowoomba   4350,No web address given,
Air Conditioning & Heating,Heating Installation & Repair,Apex Data and Electrical,3122 9928,11 Savanna Place    Eight Mile Plains   4113,www.apexdne.com.au,537721193
Air Conditioning & Heating,Heating Installation & Repair,Apollo Air Services Pty Ltd,408680078,6 Goodsir Cl   Rossmore   2557,http://stores.ebay.com.au/Apollo-Air-Conditioning-Services,
Air Conditioning & Heating,Heating Installation & Repair,Aquabase Plumbing,408003940,19 Harness Court   Sydenham   3037,No web address given,ABN 74754121276
Air Conditioning & Heating,Heating Installation & Repair,Aqualine Dual Trades,Fabian 0431515051,21 Dawn st    Highett   3190,No web address given,18738471738
Air Conditioning & Heating,Heating Installation & Repair,Aquasource Plumbing &amp; Gasfitting,,Hampton East   3188,http://www.aquasourceplumbing.com.au,80572522057
